Codigo,Nombre
52540,DIRECCION MUNICIPAL DE SALUD DE POLICARPA
52560,DIRECCION MUNICIPAL DE SALUD DE POTOSI
52565,DIRECCION MUNICIPAL DE SALUD DE PROVIDENCIA
52573,DIRECCION MUNICIPAL DE SALUD DE PUERRES
52585,DIRECCION MUNICIPAL DE SALUD DE PUPIALES
52612,DIRECCION MUNICIPAL DE SALUD DE RICAURTE
52621,DIRECCION MUNICIPAL DE SALUD DE ROBERTO PAYAN
52678,DIRECCION MUNICIPAL DE SALUD DE SAMANIEGO
52683,DIRECCION MUNICIPAL DE SALUD DE SANDONA
52685,DIRECCION MUNICIPAL DE SALUD DE SAN BERNARDO
52687,DIRECCION MUNICIPAL DE SALUD DE SAN LORENZO
52693,DIRECCION MUNICIPAL DE SALUD DE SAN PABLO
52694,DIRECCION MUNICIPAL DE SALUD DE SAN PEDRO DE CARTAGO
52696,DIRECCION MUNICIPAL DE SALUD DE SANTA BARBARA
52699,DIRECCION MUNICIPAL DE SALUD DE SANTACRUZ
52720,DIRECCION MUNICIPAL DE SALUD DE SAPUYES
52786,DIRECCION MUNICIPAL DE SALUD DE TAMINANGO
52788,DIRECCION MUNICIPAL DE SALUD DE TANGUA
52835,DIRECCION MUNICIPAL DE SALUD DE TUMACO
52838,DIRECCION MUNICIPAL DE SALUD DE TUQUERRES
52885,DIRECCION MUNICIPAL DE SALUD DE YACUANQUER
54000,DIRECCION DEPARTAMENTAL DE SANTANDER
54001,DIRECCION DE SALUD DE CUCUTA
54003,DIRECCION MUNICIPAL DE SALUD DE ABREGO
54051,DIRECCION MUNICIPAL DE SALUD DE ARBOLEDAS
54099,DIRECCION MUNICIPAL DE SALUD DE BOCHALEMA
54109,DIRECCION MUNICIPAL DE SALUD DE BUCARASICA
54125,DIRECCION MUNICIPAL DE SALUD DE CACOTA
54128,DIRECCION MUNICIPAL DE SALUD DE CACHIRA
54172,DIRECCION MUNICIPAL DE SALUD DE CHINACOTA
54174,DIRECCION MUNICIPAL DE SALUD DE CHITAGA
54206,DIRECCION MUNICIPAL DE SALUD DE CONVENCION
54223,DIRECCION MUNICIPAL DE SALUD DE CUCUTILLA
54239,DIRECCION MUNICIPAL DE SALUD DE DURANIA
54245,DIRECCION MUNICIPAL DE SALUD DE EL CARMEN
54250,DIRECCION MUNICIPAL DE SALUD DE EL TARRA
54261,DIRECCION MUNICIPAL DE SALUD DE EL ZULIA
54313,DIRECCION MUNICIPAL DE SALUD DE GRAMALOTE
54344,DIRECCION MUNICIPAL DE SALUD DE HACARI
54347,DIRECCION MUNICIPAL DE SALUD DE HERRAN
54377,DIRECCION MUNICIPAL DE SALUD DE LABATECA
54385,DIRECCION MUNICIPAL DE SALUD DE LA ESPERANZA
54398,DIRECCION MUNICIPAL DE SALUD DE LA PLAYA
54405,DIRECCION MUNICIPAL DE SALUD DE LOS PATIOS
54418,DIRECCION MUNICIPAL DE SALUD DE LOURDES
54480,DIRECCION MUNICIPAL DE SALUD DE MUTISCUA
54498,DIRECCION MUNICIPAL DE SALUD DE OCAÑA
54518,DIRECCION MUNICIPAL DE SALUD DE PAMPLONA
54520,DIRECCION MUNICIPAL DE SALUD DE PAMPLONITA
54553,DIRECCION MUNICIPAL DE SALUD DE PUERTO SANTANDER
54599,DIRECCION MUNICIPAL DE SALUD DE RAGONVALIA
54660,DIRECCION MUNICIPAL DE SALUD DE SALAZAR
54670,DIRECCION MUNICIPAL DE SALUD DE SAN CALIXTO
54673,DIRECCION MUNICIPAL DE SALUD DE SAN CAYETANO
54680,DIRECCION MUNICIPAL DE SALUD DE SANTIAGO
54720,DIRECCION MUNICIPAL DE SALUD DE SARDINATA
54743,DIRECCION MUNICIPAL DE SALUD DE SILOS
54800,DIRECCION MUNICIPAL DE SALUD DE TEORAMA
54810,DIRECCION MUNICIPAL DE SALUD DE TIBU
54820,DIRECCION MUNICIPAL DE SALUD DE TOLEDO
54871,DIRECCION MUNICIPAL DE SALUD DE VILLA CARO
54874,DIRECCION MUNICIPAL DE SALUD DE VILLA DEL ROSARIO
63000,DIRECCION DEPARTAMENTAL DE QUINDIO
63001,DIRECCION MUNICIPAL DE SALUD DE ARMENIA
63111,DIRECCION MUNICIPAL DE SALUD DE BUENAVISTA
63130,DIRECCION MUNICIPAL DE SALUD DE CALARCA
63190,DIRECCION MUNICIPAL DE SALUD DE CIRCASIA
63212,DIRECCION MUNICIPAL DE SALUD DE CORDOBA
63272,DIRECCION MUNICIPAL DE SALUD DE FILANDIA
63302,DIRECCION MUNICIPAL DE SALUD DE GENOVA
63401,DIRECCION MUNICIPAL DE SALUD DE LA TEBAIDA
63470,DIRECCION MUNICIPAL DE SALUD DE MONTENEGRO
63548,DIRECCION MUNICIPAL DE SALUD DE PIJAO
63594,DIRECCION MUNICIPAL DE SALUD DE QUIMBAYA
63690,DIRECCION MUNICIPAL DE SALUD DE SALENTO
66000,DIRECCION DEPARTAMENTAL DE RISARALDA
66001,DIRECCION LOCAL DE SALUD PEREIRA
66045,DIRECCION LOCAL DE SALUD DE APIA
66075,DIRECCION MUNICIPAL DE SALUD DE BALBOA
66088,DIRECCION MUNICIPAL DE SALUD DE BELEN DE UMBRIA
66170,DIRECCION MUNICIPAL DE SALUD DE DOS QUEBRADAS
66318,DIRECCION MUNICIPAL DE SALUD DE GUATICA
66383,DIRECCION MUNICIPAL DE SALUD DE LA CELIA
66400,DIRECCION LOCAL DE SALUD LA VIRGINIA
66440,DIRECCION MUNICIPAL DE SALUD DE MARSELLA
66456,DIRECCION MUNICIPAL DE SALUD DE MISTRATO
66572,DIRECCION MUNICIPAL DE SALUD DE PUEBLO RICO
66594,DIRECCION LOCAL DE SALUD DE QUINCHIA RSDA
66682,DIRECCION MUNICIPAL DE SALUD DE SANTA ROSA DE CABAL
66687,DIRECCION MUNICIPAL DE SALUD DE SANTUARIO
68000,DIRECION DEPARTAMERNTAL DE SANTANDER
68001,DIRECCION MUNICIPAL DE SALUD DE BUCARAMANGA
68013,DIRECCION MUNICIPAL DE SALUD DE AGUADA
68020,DIRECCION MUNICIPAL DE SALUD DE ALBANIA SANTANDER
68051,DIRECCION MUNICIPAL DE SALUD DE ARATOCA
68077,DIRECCION MUNICIPAL DE SALUD DE BARBOSA
68079,DIRECCION MUNICIPAL DE SALUD DE BARICHARA
68081,DIRECCION MUNICIPAL DE SALUD DE BARRANCABERMEJA
68092,DIRECCION MUNICIPAL DE SALUD DE BETULIA
68101,DIRECCION MUNICIPAL DE SALUD DE BOLIVAR
68121,DIRECCION MUNICIPAL DE SALUD DE CABRERA
68132,DIRECCION MUNICIPAL DE SALUD DE CALIFORNIA
68147,DIRECCION MUNICIPAL DE SALUD DE CAPITANEJO
68152,DIRECCION MUNICIPAL DE SALUD DE CARCASI
68160,DIRECCION MUNICIPAL DE SALUD DE CEPITA
68162,DIRECCION MUNICIPAL DE SALUD DE CERRITO
68167,DIRECCION MUNICIPAL DE SALUD DE CHARALA
68169,DIRECCION MUNICIPAL DE SALUD DE CHARTA
68176,DIRECCION MUNICIPAL DE SALUD DE CHIMA
68179,DIRECCION MUNICIPAL DE SALUD DE CHIPATA
68190,DIRECCION MUNICIPAL DE SALUD DE CIMITARRA
68207,DIRECCION MUNICIPAL DE SALUD DE CONCEPCION
68209,DIRECCION MUNICIPAL DE SALUD DE CONFINES
68211,DIRECCION MUNICIPAL DE SALUD DE CONTRATACION
68217,DIRECCION MUNICIPAL DE SALUD DE COROMORO
68229,DIRECCION MUNICIPAL DE SALUD DE CURITI
68235,DIRECCION MUNICIPAL DE SALUD DE EL CARMEN DE CHUCURI
68245,DIRECCION MUNICIPAL DE SALUD DE EL GUACAMAYO
68250,DIRECCION MUNICIPAL DE SALUD DE EL PEÑON
68255,DIRECCION MUNICIPAL DE SALUD DE EL PLAYON
68264,DIRECCION MUNICIPAL DE SALUD DE ENCINO
68266,DIRECCION MUNICIPAL DE SALUD DE ENCISO
68271,DIRECCION MUNICIPAL DE SALUD DE EL FLORIAN
68276,DIRECCION MUNICIPAL DE SALUD DE FLORIDABLANCA
68296,DIRECCION MUNICIPAL DE SALUD DE GALAN
68298,DIRECCION MUNICIPAL DE SALUD DE GAMBITA
68307,DIRECCION MUNICIPAL DE SALUD DE GIRON
68318,DIRECCION MUNICIPAL DE SALUD DE GUACA
68320,DIRECCION MUNICIPAL DE SALUD DE GUADALUPE
68322,DIRECCION MUNICIPAL DE SALUD DE GUAPOTA
68324,DIRECCION MUNICIPAL DE SALUD DE GUAVATA
68327,DIRECCION MUNICIPAL DE SALUD DE GUEPSA
68344,DIRECCION MUNICIPAL DE SALUD DE HATO
68368,DIRECCION MUNICIPAL DE SALUD DE JESUS MARIA
68370,DIRECCION MUNICIPAL DE SALUD DE JORDAN
68377,DIRECCION MUNICIPAL DE SALUD DE LA BELLEZA
68385,DIRECCION MUNICIPAL DE SALUD DE LANDAZURI
68397,DIRECCION MUNICIPAL DE SALUD DE LA PAZ
68406,DIRECCION MUNICIPAL DE SALUD DE LEBRIJA
68418,DIRECCION MUNICIPAL DE SALUD DE LOS SANTOS
68425,DIRECCION MUNICIPAL DE SALUD DE MACARAVITA
68432,DIRECCION MUNICIPAL DE SALUD DE MALAGA
68444,DIRECCION MUNICIPAL DE SALUD DE MATANZA
68464,DIRECCION MUNICIPAL DE SALUD DE MOGOTES
68468,DIRECCION MUNICIPAL DE SALUD DE MOLAGAVITA
68498,DIRECCION MUNICIPAL DE SALUD DE OCAMONTE
68500,DIRECCION MUNICIPAL DE SALUD DE OIBA
68502,DIRECCION MUNICIPAL DE SALUD DE ONZAGA
68522,DIRECCION MUNICIPAL DE SALUD DE PALMAR
68524,DIRECCION MUNICIPAL DE SALUD DE PALMAS DEL SOCORRO
68533,DIRECCION MUNICIPAL DE SALUD DE PARAMO
68547,DIRECCION MUNICIPAL DE SALUD DE PIEDECUESTA
68549,DIRECCION MUNICIPAL DE SALUD DE PINCHOTE
68572,DIRECCION MUNICIPAL DE SALUD DE PUENTE NACIONAL
68573,DIRECCION MUNICIPAL DE SALUD DE PUERTO PARRA
68575,DIRECCION MUNICIPAL DE SALUD DE PUERTO WILCHES
68615,DIRECCION MUNICIPAL DE SALUD DE RIONEGRO
68655,DIRECCION MUNICIPAL DE SALUD DE SABANA DE TORRES
68669,DIRECCION MUNICIPAL DE SALUD DE SAN ANDRES
68673,DIRECCION MUNICIPAL DE SALUD DE SAN BENITO
68679,DIRECCION MUNICIPAL DE SALUD DE SAN GIL
68682,DIRECCION MUNICIPAL DE SALUD DE SAN JOAQUIN
68684,DIRECCION MUNICIPAL DE SALUD DE SAN JOSE DE MIRANDA
68686,DIRECCION MUNICIPAL DE SALUD DE SAN MIGUEL
68689,DIRECCION MUNICIPAL DE SALUD DE SAN VICENTE DE CHUCURI
68705,DIRECCION MUNICIPAL DE SALUD DE SANTA BARBARA
68720,DIRECCION MUNICIPAL DE SALUD DE SANTA HELENA DEL OPON
68745,DIRECCION MUNICIPAL DE SALUD DE SIMACOTA
68755,DIRECCION MUNICIPAL DE SALUD DE SOCORRO
68770,DIRECCION MUNICIPAL DE SALUD DE SUAITA
68773,DIRECCION MUNICIPAL DE SALUD DE SUCRE
68780,DIRECCION MUNICIPAL DE SALUD DE SURATA
68820,DIRECCION MUNICIPAL DE SALUD DE TONA
68855,DIRECCION MUNICIPAL DE SALUD DE VALLE SAN JOSE
68861,DIRECCION MUNICIPAL DE SALUD DE VELEZ
68867,DIRECCION MUNICIPAL DE SALUD DE VETAS
68872,DIRECCION MUNICIPAL DE SALUD DE VILLANUEVA
68895,DIRECCION MUNICIPAL DE SALUD DE ZAPATOCA
70000,DIRECCION DEPARTAMENTAL DE SUCRE
70001,DIRECCION MUNICIPAL DE SALUD DE SINCELEJO
70110,DIRECCION MUNICIPAL DE SALUD DE BUENAVISTA
70124,DIRECCION MUNICIPAL DE SALUD DE CAIMITO
70204,DIRECCION MUNICIPAL DE SALUD DE COLOSO
70215,DIRECCION MUNICIPAL DE SALUD DE COROZAL
70221,DIRECCION MUNICIPAL DE SALUD DE COVEÑAS
70230,DIRECCION MUNICIPAL DE SALUD DE CHALAN
70233,DIRECCION MUNICIPAL DE SALUD DE EL ROBLE
70235,DIRECCION MUNICIPAL DE SALUD DE GALERAS
70265,DIRECCION MUNICIPAL DE SALUD DE GUARANDA
70400,DIRECCION MUNICIPAL DE SALUD DE LA UNION
70418,DIRECCION MUNICIPAL DE SALUD DE LOS PALMITOS
70429,DIRECCION MUNICIPAL DE SALUD DE MAJAGUAL
70473,DIRECCION MUNICIPAL DE SALUD DE MORROA
70508,DIRECCION MUNICIPAL DE SALUD DE OVEJAS
70523,DIRECCION MUNICIPAL DE SALUD DE PALMITO
70670,DIRECCION MUNICIPAL DE SALUD DE SAMPUES
70678,DIRECCION MUNICIPAL DE SALUD DE SAN BENITO ABAD
70702,DIRECCION MUNICIPAL DE SALUD DE SAN JUAN BETULIA
70708,DIRECCION MUNICIPAL DE SALUD DE SAN MARCOS
70713,DIRECCION MUNICIPAL DE SALUD DE SAN ONOFRE
70717,DIRECCION MUNICIPAL DE SALUD DE SAN PEDRO
70742,DIRECCION MUNICIPAL DE SALUD DE SINCE
70771,DIRECCION MUNICIPAL DE SALUD DE SUCRE
70820,DIRECCION MUNICIPAL DE SALUD DE SANTIAGO DE TOLU
70823,DIRECCION MUNICIPAL DE SALUD DE TOLU VIEJO
73000,DIRECION DEPARTAMENTAL DE TOLIMA
73001,DIRECCION MUNICIPAL DE IBAGUE
73024,DIRECCION MUNICIPAL DE SALUD DE ALPUJARRA
73026,DIRECCION MUNICIPAL DE SALUD DE ALVARADO
73030,DIRECCION MUNICIPAL DE SALUD DE AMBALEMA
73043,DIRECCION MUNICIPAL DE SALUD DE ANZOATEGUI
73055,DIRECCION MUNICIPAL DE SALUD DE ARMERO
73067,DIRECCION MUNICIPAL DE SALUD DE ATACO
73124,DIRECCION MUNICIPAL DE SALUD DE CAJAMARCA
73148,DIRECCION MUNICIPAL DE SALUD DE CARMEN APICALA
73152,DIRECCION MUNICIPAL DE SALUD DE CASABIANCA
73168,DIRECCION MUNICIPAL DE SALUD DE CHAPARRAL
73200,DIRECCION MUNICIPAL DE SALUD DE COELLO
73217,DIRECCION MUNICIPAL DE SALUD DE COYAIMA
73226,DIRECCION MUNICIPAL DE SALUD DE CUNDAY
73236,DIRECCION MUNICIPAL DE SALUD DE DOLORES
73268,DIRECCION MUNICIPAL DE SALUD DE ESPINAL
73270,DIRECCION MUNICIPAL DE SALUD DE FALAN
73275,DIRECCION MUNICIPAL DE SALUD DE FLANDES
73283,DIRECCION MUNICIPAL DE SALUD DE FRESNO
73319,DIRECCION MUNICIPAL DE SALUD DE GUAMO
73347,DIRECCION MUNICIPAL DE SALUD DE HERVEO
73349,DIRECCION MUNICIPAL DE SALUD DE HONDA
73352,DIRECCION MUNICIPAL DE SALUD DE ICONONZO
73408,DIRECCION MUNICIPAL DE SALUD DE LERIDA
73411,DIRECCION MUNICIPAL DE SALUD DE LIBANO
73443,DIRECCION MUNICIPAL DE SALUD DE MARIQUITA
73449,DIRECCION MUNICIPAL DE SALUD DE MELGAR
73461,DIRECCION MUNICIPAL DE SALUD DE MURILLO
73483,DIRECCION MUNICIPAL DE SALUD DE NATAGAIMA
73504,DIRECCION MUNICIPAL DE SALUD DE ORTEGA
73520,DIRECCION MUNICIPAL DE SALUD DE PALOCABILDO
73547,DIRECCION MUNICIPAL DE SALUD DE PIEDRAS
73555,DIRECCION MUNICIPAL DE SALUD DE PLANADAS
73563,DIRECCION MUNICIPAL DE SALUD DE PRADO
73585,DIRECCION MUNICIPAL DE SALUD DE PURIFICACION
73616,DIRECCION MUNICIPAL DE SALUD DE RIOBLANCO
73622,DIRECCION MUNICIPAL DE SALUD DE RONCESVALLES
73624,DIRECCION MUNICIPAL DE SALUD DE ROVIRA
73671,DIRECCION MUNICIPAL DE SALUD DE SALDAÑA
73675,DIRECCION MUNICIPAL DE SALUD DE SAN ANTONIO
73678,DIRECCION MUNICIPAL DE SALUD DE SAN LUIS
73686,DIRECCION MUNICIPAL DE SALUD DE SANTA ISABEL
73770,DIRECCION MUNICIPAL DE SALUD DE SUAREZ
73854,DIRECCION MUNICIPAL DE SALUD DE VALLE DE SAN JUAN
73861,DIRECCION MUNICIPAL DE SALUD DE VENADILLO
73870,DIRECCION MUNICIPAL DE SALUD DE VILLAHERMOSA
73873,DIRECCION MUNICIPAL DE SALUD DE VILLARRICA
76000,DIRECCION DEPARTAMENTAL DEL VALLE DEL CAUCA
76001,SECRETARIA DE SALUD MUNICIPAL DE CALI
76020,DIRECCION MUNICIPAL DE SALUD DE ALCALA
76036,DIRECCION MUNICIPAL DE SALUD DE ANDALUCIA
76041,DIRECCION MUNICIPAL DE SALUD DE ANSERMANUEVO
76054,DIRECCION MUNICIPAL DE SALUD DE ARGELIA
76100,DIRECCION MUNICIPAL DE SALUD DE BOLIVAR
76109,DIRECCION MUNICIPAL DE SALUD DE BUENAVENTURA
76111,DIRECCION MUNICIPAL DE SALUD DE GUADALAJARA DE BUGA
76113,DIRECCION MUNICIPAL DE SALUD DE BUGALAGRANDE
76122,DIRECCION MUNICIPAL DE SALUD DE CAICEDONIA
76126,DIRECCION MUNICIPAL DE SALUD DE CALIMA
76130,DIRECCION MUNICIPAL DE SALUD DE CANDELARIA
76147,DIRECCION MUNICIPAL DE SALUD DE CARTAGO
76233,DIRECCION MUNICIPAL DE SALUD DE DAGUA
76243,DIRECCION MUNICIPAL DE SALUD DE EL AGUILA
76246,DIRECCION MUNICIPAL DE SALUD DE EL CAIRO
76248,DIRECCION MUNICIPAL DE SALUD DE EL CERRITO
76250,DIRECCION MUNICIPAL DE SALUD DE EL DOVIO
76275,DIRECCION MUNICIPAL DE SALUD DE FLORIDA
76306,DIRECCION MUNICIPAL DE SALUD DE GINEBRA
76318,DIRECCION MUNICIPAL DE SALUD DE GUACARI
76364,DIRECCION MUNICIPAL DE SALUD DE JAMUNDI
76377,DIRECCION MUNICIPAL DE SALUD DE LA CUMBRE
76400,DIRECCION MUNICIPAL DE SALUD DE LA UNION
76403,DIRECCION MUNICIPAL DE SALUD DE LA VICTORIA
76497,DIRECCION MUNICIPAL DE SALUD DE OBANDO
76520,DIRECCION MUNICIPAL DE SALUD DE PALMIRA
76563,DIRECCION MUNICIPAL DE SALUD DE PRADERA
76606,DIRECCION MUNICIPAL DE SALUD DE RESTREPO
76616,DIRECCION MUNICIPAL DE SALUD DE RIOFRIO
76622,DIRECCION MUNICIPAL DE SALUD DE ROLDANILLO
76670,DIRECCION MUNICIPAL DE SALUD DE SAN PEDRO
76736,DIRECCION MUNICIPAL DE SALUD DE SEVILLA
76823,DIRECCION MUNICIPAL DE SALUD DE TORO
76828,DIRECCION MUNICIPAL DE SALUD DE TRUJILLO
76834,DIRECCION MUNICIPAL DE SALUD DE TULUA
76845,DIRECCION MUNICIPAL DE SALUD DE ULLOA
76863,DIRECCION MUNICIPAL DE SALUD DE VERSALLES
76869,DIRECCION MUNICIPAL DE SALUD DE VIJES
76890,DIRECCION MUNICIPAL DE SALUD DE YOTOCO
76892,DIRECCION MUNICIPAL DE SALUD DE YUMBO
76895,DIRECCION MUNICIPAL DE SALUD DE ZARZAL
81000,DIRECCION DEPARTAMENTAL DE ARAUCA
81001,DIRECCION MUNICIPAL DE SALUD DE ARAUCA
81065,DIRECCION MUNICIPAL DE SALUD DE ARAUQUITA
81220,DIRECCION MUNICIPAL DE SALUD DE CRAVO NORTE
81300,DIRECCION MUNICIPAL DE SALUD DE FORTUL
81591,DIRECCION MUNICIPAL DE SALUD DE PUERTO RONDON
81736,DIRECCION MUNICIPAL DE SALUD DE SARAVENA
81794,DIRECCION MUNICIPAL DE SALUD DE TAME
85000,DIRECCION DEPARTAMENTAL DE CASANARE
85001,DIRECCION MUNICIPAL DE SALUD DE YOPAL
85010,DIRECCION MUNICIPAL DE SALUD DE AGUAZUL
85015,DIRECCION MUNICIPAL DE SALUD DE CHAMEZA
85125,DIRECCION MUNICIPAL DE SALUD DE HATO COROZAL
85136,DIRECCION MUNICIPAL DE SALUD DE LA SALINA
85139,DIRECCION MUNICIPAL DE SALUD DE MANI
85162,DIRECCION MUNICIPAL DE SALUD DE MONTERREY
85225,DIRECCION MUNICIPAL DE SALUD DE NUNCHIA
85230,DIRECCION MUNICIPAL DE SALUD DE OROCUE
85250,DIRECCION MUNICIPAL DE SALUD DE PAZ DE ARIPORO
85263,DIRECCION MUNICIPAL DE SALUD DE PORE
85279,DIRECCION MUNICIPAL DE SALUD DE RECETOR
85300,DIRECCION MUNICIPAL DE SALUD DE SABANALARGA
85315,DIRECCION MUNICIPAL DE SALUD DE SACAMA
85325,DIRECCION MUNICIPAL DE SALUD DE SAN LUIS DE PALENQUE
85400,DIRECCION MUNICIPAL DE SALUD DE TAMARA
85410,DIRECCION MUNICIPAL DE SALUD DE TAURAMENA
85430,DIRECCION MUNICIPAL DE SALUD DE TRINIDAD
85440,DIRECCION MUNICIPAL DE SALUD DE VILLANUEVA
86000,DIRECCION DEPARTAMENTAL DE PUTUMAYO
86001,DIRECCION MUNICIPAL DE SALUD DE MOCOA
86219,DIRECCION MUNICIPAL DE SALUD DE COLON
86320,DIRECCION MUNICIPAL DE SALUD DE ORITO
86568,DIRECCION MUNICIPAL DE SALUD DE PUERTO ASIS
86569,DIRECCION MUNICIPAL DE SALUD DE PUERTO CAICEDO
86571,DIRECCION MUNICIPAL DE SALUD DE PUERTO GUZMAN
86573,DIRECCION MUNICIPAL DE SALUD DE LEGUIZAMO
86749,DIRECCION MUNICIPAL DE SALUD DE SIBUNDOY
86755,DIRECCION MUNICIPAL DE SALUD DE SAN FRANCISCO
86757,DIRECCION MUNICIPAL DE SALUD DE SAN MIGUEL DE SEMA
86760,DIRECCION MUNICIPAL DE SALUD DE SANTIAGO
86865,DIRECCION MUNICIPAL DE SALUD DE VALLE DEL GUAMUEZ- LA HORMIGA
86885,DIRECCION MUNICIPAL DE SALUD DE VILLAGARZON
88000,SECRETARIA DEPARTAMENTAL DE SAN ANDRES
88001,DIRECCION MUNICIPAL DE SALUD DE SAN ANDRES
88564,DIRECCION MUNICIPAL DE SALUD DE PROVIDENCIA Y SANTA CATALINA
91000,DIRECCION DEPARTAMENTAL DE AMAZONAS
91001,DIRECCION MUNICIPAL DE SALUD DE LETICIA
91263,DIRECCION MUNICIPAL DE SALUD DE EL ENCANTO
91405,DIRECCION MUNICIPAL DE SALUD DE LA CHORRERA
91407,DIRECCION MUNICIPAL DE SALUD DE LA PEDRERA
91430,DIRECCION MUNICIPAL DE SALUD DE LA VICTORIA
91460,DIRECCION MUNICIPAL DE SALUD DE MIRITIPARANA
91530,DIRECCION MUNICIPAL DE SALUD DE PUERTO ALEGRIA
91536,DIRECCION MUNICIPAL DE SALUD DE PUERTO ARICA
91540,DIRECCION MUNICIPAL DE SALUD DE PUERTO NARIÑO
91669,DIRECCION MUNICIPAL DE SALUD DE PUERTO SANTANDER
91798,DIRECCION MUNICIPAL DE SALUD DE TARAPACA
94000,DIRECCION DEPARTAMENTAL DE GUAINIA
94001,DIRECCION MUNICIPAL DE SALUD DE INIRIDA
94343,DIRECCION MUNICIPAL DE SALUD DE BARRANCO MINA
94663,DIRECCION MUNICIPAL DE SALUD DE MAPIRIPANA
94883,DIRECCION MUNICIPAL DE SALUD DE SAN FELIPE
94884,DIRECCION MUNICIPAL DE SALUD DE PUERTO COLOMBIA
94885,DIRECCION MUNICIPAL DE SALUD DE LA GUADALUPE
94886,DIRECCION MUNICIPAL DE SALUD DE CACAHUAL
94887,DIRECCION MUNICIPAL DE SALUD DE PANA PANA
94888,DIRECCION MUNICIPAL DE SALUD DE MORICHAL
95000,DIRECCION DEPARTAMENTAL DE GUAVIARE
95001,DIRECCION MUNICIPAL DE SALUD DE SAN JOSE DEL GUAVIARE
95015,DIRECCION MUNICIPAL DE SALUD DE CALAMAR
95025,DIRECCION MUNICIPAL DE SALUD DE EL RETORNO
95200,DIRECCION MUNICIPAL DE SALUD DE MIRAFLORES
97000,DIRECCION DEPARTAMENTAL DE VAUPES
97001,DIRECCION MUNICIPAL DE SALUD DE MITU
97161,DIRECCION MUNICIPAL DE SALUD DE CARURU
97511,DIRECCION MUNICIPAL DE SALUD DE PACOA
97666,DIRECCION MUNICIPAL DE SALUD DE TARAIRA
97777,DIRECCION MUNICIPAL DE SALUD DE PAPUNAHUA
97889,DIRECCION MUNICIPAL DE SALUD DE YAVARATE
99000,DIRECCION DEPARTAMENTAL DE VICHADA
99001,DIRECCION MUNICIPAL DE SALUD DE PUERTO CARREÑO
99524,DIRECCION MUNICIPAL DE SALUD DE LA PRIMAVERA
99624,DIRECCION MUNICIPAL DE SALUD DE SANTA ROSALIA
99773,DIRECCION MUNICIPAL DE SALUD DE CUMARIBO
ARL001,ARL POSITIVA
ARL002,SEGUROS BOLIVAR
ARL003,SEGUROS DE VIDA AURORA SA
ARL004,LIBERTY SEGUROS DE VIDA
ARL005,MAPFRE COLOMBIA VIDA SEGUROS SA
ARL006,RIESGOS LABORALES COLMENA
ARL007,SEGUROS DE VIDA ALFA
ARL008,SEGUROS DE VIDA COLPATRIA S.A.
ARL009,SEGUROS DE VIDA LA EQUIDAD ORGANISMO C.
ARL010,SURA - CIA. SURAMERICANA DE SEGUROS DE VIDA
ARP020,ROYAL & SUNALLIANCE
ARP026,ASEG BBVA GANADERO SA
AT1333,ASEG LIBERTY SEGUROS SA
CCF001,CAJA DE COMPENSACION FAMILIAR CAMACOL COMFAMILIAR CAMACOL
CCF002,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA UCOMFAMAO
CCF004,CAJA DE COMPENSACION FAMILIAR DE ARAUCA (COMFIAR)
CCF005,CAJA DE COMPENSACION FAMILIAR DE BARRANQUILLA (COMBARRANQUILLA)
CCF006,CAJA DE COMPENSANCION FAMILIAR COMFAMILIAR DEL ATLANTICO
CCF007,CAJA DE COMPENSACION FAMILIAR DE CARTAGENA Y BOLIVAR COMFAMILIAR
CCF008,CAJA DE COMPENSANCION FAMILIAR DE FENALCO ANDI COMFENALCO CARTAGENA
CCF009,CAJA DE COMPENSACION FAMILIAR DE BOYACA UCOMFABOYO
CCF010,CAJA DE COMPENSACION FAMILIAR DE LA DORADA (COMFAMILIAR)
CCF011,CAJA DE COMPENSACION FAMILIAR DE CALDAS (COMFAMILIARES)
CCF012,CAJA DE COMPENSACION FAMILIAR DEL CAQUETA (COMFACA)
CCF013,CAJA DE COMPENSACION FAMILIAR DEL CESAR (COMFACESAR)
CCF014,CAJA DE COMPENSACION FAMILIAR DEL CAUCA (COMFACAUCA)
CCF015,CAJA DE COMPENSACION FAMILIAR DE CORDOBA UCOMFACORO
CCF016,CAJA DE COMPENSACION FAMILIAR ASEGURADORES
CCF017,CAJA DE COMPENSACION FAMILIAR ASFAMILIAS
CCF018,CAJA DE COMPENSACION FAMILIAR UCAFAMO
CCF019,CAJA DE COMPENSACION FAMILIAR COLSUBSIDIO
CCF020,CAJA DE COMPENSACION FAMILIAR CAMPESINA
CCF021,CAJA DE COMPENSACION FAMILIAR DE CUNDINAMARCA COMFACUNDI
CCF022,CAJA DE COMPENSACION FAMILIAR COMPENSAR
CCF023,CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA COMFAGUAJIRA
CCF024,CAJA DE COMPENSACION FAMILIAR DEL HUILA UCOMFAMILIAR HUILAO
CCF025,CAJA DE COMPENSACION FAMILIAR DE MAGDALENA
CCF026,CAJA DE COMPENSACION FAMILIAR REGIONAL DEL META COFREM
CCF027,CAJA DE COMPENSACION FAMILIAR DE NARIÑO
CCF028,CAJA DE COMPENSACION FAMILIAR DE FENALCO COMFENALCO QUINDIO
